mfcc_1_mu,mfcc_1_sd,mfcc_2_mu,mfcc_2_sd,mfcc_3_mu,mfcc_3_sd,mfcc_4_mu,mfcc_4_sd,mfcc_5_mu,mfcc_5_sd,mfcc_6_mu,mfcc_6_sd,mfcc_7_mu,mfcc_7_sd,mfcc_8_mu,mfcc_8_sd,mfcc_9_mu,mfcc_9_sd,mfcc_10_mu,mfcc_10_sd,mfcc_11_mu,mfcc_11_sd,mfcc_12_mu,mfcc_12_sd,mfcc_13_mu,mfcc_13_sd,class,context
4.2246382926829,1.8715084676557,-3.3902019512195,2.384194055034,-1.490084,1.3572391084336,-1.0464496097561,1.2724391875822,-2.0407329268293,0.79541877911696,-0.44427402439024,0.84995425022718,0.42769819512195,0.71795576120767,-0.69191780487805,0.76678181871683,-0.63956141463415,0.51842664302116,-0.50192268292683,0.51754052452068,-0.48275292682927,0.49396882907604,-0.13906284390244,0.37987433747974,-0.52919714390244,0.40561024022476,1,1
3.0155297,1.2306169282824,-3.7427166666667,2.5640541341287,-2.1145246666667,1.6990249439019,-1.7541203333333,1.0571260402667,-1.5748023333333,0.60271460113215,-0.096596866666667,1.2852439281544,0.066641066666667,0.82951910951988,-0.65436846666667,0.71277477964748,-0.84641896666667,0.60162882060977,-0.67875356666667,0.67800013931226,-0.33216866666667,0.6786731491655,0.0430114,0.45987924580935,-0.50581523333333,0.60216847455701,1,1
2.7779972119048,1.7850812751432,-3.2735545238095,2.1297747699399,-1.269670952381,1.8950347367815,-1.0703667619048,1.0027836589651,-1.8306939952381,0.98254820085309,-0.87638026190476,1.2875473848475,-0.27839285714286,0.63175186797114,-0.8859235952381,0.67216064683976,-0.92670016666667,0.65755866407825,-0.65452033071429,0.60203255284632,-0.26789116666667,0.45209995528954,-0.067379571428571,0.59356877604546,-0.30118173809524,0.31484817940262,1,1
2.264565952381,2.0900084678378,-0.43554019047619,2.2946253197765,0.14735478571429,1.8640776798557,-0.63680338095238,1.2772817910622,-1.6068045238095,0.83582321994604,-0.43121814285714,0.57474090073199,0.34578585714286,0.885915083536,0.035038580952381,0.71763333419955,-0.04111259047619,0.50999085896413,-0.2594628547619,0.44170344928332,-0.13482447142857,0.50249821708465,-0.24753869047619,0.66243226427183,0.20191807142857,0.65746748844879,2,1
1.8822673529412,1.1763736500722,-4.1379470588235,2.5664128614532,-1.1218342647059,1.1864548886321,-1.5788452,1.2574830187133,-1.1096656176471,0.68201829471219,-0.77905117647059,0.98247410655526,0.23909467029412,0.62044346774446,-0.83175668235294,0.63086453879923,-0.70637267647059,0.67643597513337,-0.45804073529412,0.58193485811858,-0.16680576470588,0.41011371456621,-0.10693476470588,0.64562093876338,-0.31016207352941,0.3356258557106,1,1
0.300111,1.257168582719,-1.2663919333333,0.84393244723678,0.40544733333333,0.93615111432195,-1.0707233666667,1.2052920383346,-0.45304766666667,0.52559986023389,-0.49319356666667,0.48810168058071,-0.067012933333333,0.71082498593245,-0.380620585,0.65851021070531,0.3450273,0.35159125300109,-0.43157353333333,0.34608545559286,-0.1851309,0.49326181105949,-0.20326293333333,0.5498600766706,0.16287713333333,0.29210313361194,2,1
0.95367025641026,1.7243160140146,-3.8210820512821,1.840460113719,-0.56145723076923,1.2123732599046,-1.4634536923077,1.1541592716348,-1.2880987179487,0.5633997051517,-1.1241905897436,0.81351539850264,0.39487897435897,0.81147152101566,-0.64394251025641,0.75561486471195,-0.0012871520512821,0.53499805938717,-0.27601203589744,0.55609166494187,0.082289102564103,0.62745801291445,-0.14019771589744,0.56058602039136,0.056257153846154,0.46323884267636,1,1
1.9555657142857,1.2105625607192,-1.8660730952381,0.68661910758956,0.81028172380952,0.82990640481869,-0.15432576190476,0.94151806781502,-0.38821837857143,0.50849669138201,-0.63829785714286,0.7271244119707,-0.19040467380952,0.77552110080261,-0.63728723809524,1.0626228155567,0.39129807142857,0.44048554070709,-0.5701844047619,0.52839946908313,-0.46776523809524,0.53456124991497,-0.23743869047619,0.4687844641561,-0.13159878571429,0.43332418416868,2,1
2.5079096296296,1.1136361530839,-1.7653051851852,2.6297938317126,-0.62281488888889,2.0615840447009,-0.62892462962963,1.0498659432403,-1.2199485185185,0.51105320267872,-0.67181744444444,0.89167038219867,0.095147703703704,0.93275736428489,-0.015381481481481,1.2343400777975,-0.11074251481481,0.44146603386533,-0.61684988888889,0.66380808337184,-0.26392007407407,0.68056108876274,-0.22746835925926,0.59414714690325,0.080099666666667,0.37047968235319,2,1
2.7381827567568,1.4518371075982,-3.2298167567568,2.4443124469874,-0.73843191891892,1.7754383771621,-1.4231259189189,1.0650590798112,-2.0887372972973,0.89590566656422,-0.32747432432432,1.4193235571092,-0.14206316486486,0.73384739413957,-0.81634745945946,0.82627067837253,-1.0244330459459,0.7330323643817,-0.77571264864865,0.6695588465286,-0.48572332432432,0.54232611292579,-0.012668810810811,0.52701241438052,-0.28476786486486,0.37151370129921,1,1
