wbf,eh_1,eh_2,eh_3,eh_4,eh_5,eh_6,eh_7,eh_8,eh_9,eh_10,eh_11,eh_12,eh_13,eh_14,eh_15,eh_16,eh_17,eh_18,eh_19,eh_20,eh_21,eh_22,eh_23,eh_24,eh_25,class,context
474.1935483871,0.34652478165299,0.33153943284232,0.044157396713453,0.43221667921563,0.0521706367616,0.14484743782792,0.03317474975294,0.032446875415563,0.37855916234735,0.43136065979074,0.16931824109404,0.04345598109724,0.04512645127879,0.03099819413585,0.08988483789321,0.025524341585622,0.027838836255153,0.019684462012743,0.035368205207837,0.16314601461753,0.24707771954429,0.1291395490546,0.030064179238096,0.027804418197793,0.023487132669955,2,1
469.14893617021,0.57416200077094,0.55680904899561,0.16274411073886,0.7231718732157,0.22900858402457,0.25180749753621,0.0524292245018,0.13556106815912,0.81438566492044,0.74521558343399,0.48925878793084,0.22430055273241,0.17018481945883,0.077822525151401,0.28300136811878,0.057672500139971,0.052950144458773,0.026960855233539,0.05976436652765,0.33958169855419,0.48245371716422,0.19184022390818,0.07289244020128,0.028414387559256,0.032682392600657,1,1
436.63366336634,0.28926138472181,0.23039777525627,0.40556067635589,0.25739745541515,0.31805582521299,0.21306399089489,0.1769656409851,0.51367467624858,0.40327500277789,0.19335229240501,0.18304189975525,0.12929249428925,0.16235543261683,0.1455866669991,0.11712650914281,0.094886348144231,0.14992244901781,0.30662049548437,0.28179408366799,0.2009567673477,0.10376717552127,0.078355633658819,0.077876140937007,0.081623371865176,0.057506794780804,2,1
412.14953271028,0.53472336592854,0.32192650575569,2.0773848938726,0.34432879376628,0.90301019471242,0.10708072606509,0.30079884665195,2.6155099192042,1.1282366356958,0.34295759964255,0.29277219594517,0.11034748247905,0.34719162174532,0.1228491582058,0.077499940762302,0.066676424192833,0.62216210868378,1.4787095138138,0.85161917119274,0.22714990564639,0.065604845563747,0.07180923576562,0.092151260885268,0.0518003145952,0.02583583867888,2,1
525.0,0.27852394577215,0.28147167603778,0.10299695743024,0.31135130867119,0.54767816447995,0.094723453309307,0.20156123152766,0.030983554955454,0.044347818029027,0.3238170237746,1.3176168260851,0.54039849892802,0.092048053947432,0.054701633008007,0.099516684571191,0.030457888522202,0.17112324592073,0.026593765812821,0.060604946577946,0.021933858863335,0.030226171860517,0.080654510810394,0.56049522463513,0.56666852008331,0.18105034534755,1,1
474.1935483871,0.71972550573273,0.71400798300662,0.12521832013001,1.1697026963902,0.18757650988666,0.53525126981598,0.10130077161277,0.092305676458742,0.76356834989742,1.2366592896597,0.50927999808717,0.15778521317116,0.15264758236871,0.067044774213775,0.23319766207161,0.098998260460343,0.072272473218102,0.049337550405592,0.084018797726691,0.3663944302993,0.69446253433788,0.51123478869567,0.19081207435048,0.052970723150734,0.029988850336783,1,1
484.61538461538,0.37925919608423,0.37422773577385,0.044349035317713,1.1532633442551,0.16272137315397,0.79848152553639,0.15408214408925,0.033257989539477,0.31328227896749,1.3187159682516,0.41743639806712,0.15383140239354,0.073469245045919,0.054661535918204,0.12990237628849,0.14591270324656,0.044710473980093,0.030783911322884,0.03146563991092,0.1741801308572,0.86833587434218,0.8299453144912,0.24983341391444,0.041903047000743,0.035736947585491,1,1
518.82352941176,0.39348222673058,0.40493658130817,0.21271175863837,0.46889684327362,0.37656333485415,0.20546098805439,0.25802441481553,0.058589276366963,0.14184398264517,0.49771619452334,0.86043201605088,0.36241696565254,0.17283359961509,0.069837613397535,0.073163312791264,0.065342411421378,0.12892446731085,0.043968389804031,0.042393250362464,0.028331310568044,0.058287827234385,0.16108201044767,0.44446064698716,0.44276410357857,0.2149851411466,1,1
490.0,0.31511092649425,0.34560317438662,0.3357944525615,0.663291904796,0.39137580527455,0.54868911182027,0.356810690269,0.16683100279149,0.28057076811642,0.84565930891459,0.72718227784597,0.37403391607476,0.21855944146377,0.13390101806093,0.13608670187589,0.18138572636587,0.11474483985345,0.077655930432477,0.052802432765133,0.06655402283,0.26532365260475,0.53266470137855,0.59310842682063,0.38716054383092,0.20026578175514,1,1
373.72881355932,0.3376167652854,0.12667710023533,0.60334880213821,0.81134439583509,0.20620848253519,0.10296089267941,1.5072553558153,0.59322856090471,0.23406711469094,0.31944063857096,0.10347543795859,0.17375007285513,0.10294833605903,0.054759076514398,0.27246157374143,1.1286832027803,0.77652208678058,0.222934526502,0.069943851823615,0.075108749546867,0.057927269273769,0.043426702814075,0.025153020659654,0.090617845181619,0.23948630410141,2,1
